-2.510543290486677870e+04,-9.795571407890971750e+04
-7.154930949411196343e+04,4.617270987954907469e+04
6.987305904726349581e+03,1.548497582642480120e+04
-2.932179814441798953e+03,5.076230159387056483e+04
-3.683081741558559588e+04,1.841644044797996758e+05
-4.451487760830600018e+04,2.427376976348744065e+05
-2.682074408558134746e+04,1.433252983445439895e+05
2.645710898248000740e+04,6.041063821074842417e+04
-9.748011840347199177e+04,1.275015512481783371e+05
-2.552483026496588354e+04,1.135822152683575841e+05
