9.077261544438479177e+03,-1.045186829925666243e+05
7.391183185639347357e+04,-6.169953764828809653e+03
7.029980380185046670e+03,3.599661172009801521e+04
1.245643944056646433e+04,3.609528419284047413e+04
8.551399673997357604e+04,-1.532764203289163015e+04
3.972850533616090252e+04,1.975753484548930646e+04
9.322540511944737227e+04,-5.600896750418942247e+02
4.232269833749649115e+04,2.108640936120147671e+04
4.942452294109162904e+04,6.569311502160817327e+03
2.936605878726823721e+04,-1.880732206459474037e+04
