3.012181529548613616e+04,1.302602534628876128e+04
8.644570973802266235e+04,4.878617064196233696e+04
-2.546518113381565399e+03,2.897479704303119070e+04
4.214106371937254153e+04,2.473712627525536664e+04
8.623666589848791773e+04,1.684145105706219620e+05
4.204511433237525489e+04,1.483742090360732691e+05
8.000751657878250990e+04,1.107255426854523248e+05
3.637162128045118880e+04,4.073924108939752477e+04
6.247872408226840344e+04,9.492568926977338560e+04
3.734311064582483232e+04,1.322833311641573091e+05
