-3.798825906426684378e+04,-1.412543290396218363e+05
-1.109113507699729234e+05,5.940157788066937792e+04
8.833958124405666240e+03,2.270738852989926090e+04
-1.035208837850844429e+04,7.432655631873577659e+04
-8.031151737031835364e+04,2.405039418551951530e+05
-8.215506950683113246e+04,3.279514457728278358e+05
-6.034208723847118381e+04,1.897877441282525251e+05
2.603640386412050793e+04,8.681616512343999057e+04
-1.519810019718256663e+05,1.619882430303554866e+05
-5.237880883056929451e+04,1.405114658147672890e+05
