-1.222260674546670271e+04,-5.465709911819760600e+04
-3.218726821825099978e+04,3.294384187842873507e+04
5.140653685047035651e+03,8.262563122950352408e+03
4.487728749624844568e+03,2.719804686900538945e+04
6.649882539147160060e+03,1.278248671044042130e+05
-6.874685709780866091e+03,1.575239494969209773e+05
6.700599067308484337e+03,9.686285256083532295e+04
2.687781410083950686e+04,3.400511129805682867e+04
-4.297923483511825907e+04,9.301485946600117313e+04
1.329148300637505599e+03,8.665296472194783564e+04
