-9.908983216697510215e+04,1.874547736931680993e+04
-1.485167523175661154e+04,1.821328132289218047e+04
1.752678300420535379e+04,4.116425548119776795e+04
9.673278403892389179e+03,-3.429462655673352128e+04
-2.042485885754825722e+04,5.613170042146540800e+04
1.949771471786502661e+04,3.095275041341954056e+04
1.168988658957029656e+04,3.334705662972239952e+04
-1.763528506428410037e+04,-2.326249998893886186e+03
1.034843522257880977e+03,4.696880106808541314e+04
-2.533800685057202645e+04,3.396400157743588352e+04
