-2.713160159027195914e+04,-1.042267909464217373e+05
-1.089199172976001864e+05,-1.783960346568968671e+05
1.527159686872611928e+04,-1.498546358360116756e+04
-3.019039899086423975e+04,3.607357155115937076e+03
-1.326959245350091078e+05,-7.285136418955933186e+04
-3.576157597777371120e+04,-4.653423355370067293e+04
-1.570392714848268370e+05,-1.417390585059154546e+05
-3.358091984794614837e+04,-1.122123835986501217e+05
-9.203871614417446835e+04,-6.297186900470533874e+04
-5.293669155619764933e+04,-8.111764286301290849e+04
