-1.769722194832548485e+04,-5.569294212394599890e+04
-3.846233724820026691e+04,-6.453702614808228827e+04
1.149852486340475480e+04,-4.946302961503699407e+03
-3.994520590841700141e+03,2.568679148759461168e+04
-3.608683728513507231e+04,5.262542509438922934e+03
2.218295603116396705e+03,2.225045050763402105e+04
-5.101312677459237602e+04,-2.926132870410541364e+04
-6.149907195632094954e+03,-2.945687015611208335e+04
-2.845886197407853979e+04,-7.115282149881179976e+03
-1.480374160444849258e+04,-1.351460743704502238e+04
