-6.697870617649206542e+04,3.694181667695212127e+03
2.052417941456300468e+03,1.501290120159171056e+04
1.755382657197796289e+04,3.014694052698409359e+04
1.825783695163526500e+04,-6.793492126189556984e+03
1.069146784372208276e+04,4.836021651355198992e+04
3.170406490433883300e+04,3.594095924970072519e+04
2.859367076276536682e+04,3.027890745443310516e+04
1.444828743251417109e+03,5.383799227777850319e+03
2.024891895859219221e+04,3.309681250698514486e+04
-6.098335867390178464e+02,2.413118177332505365e+04
