-1.312009581574581680e+05,3.379677307093842683e+04
-3.175576840496956720e+04,2.141366144419265402e+04
1.749973943643273742e+04,5.218157043541144230e+04
1.088719856149557017e+03,-6.179576098727754288e+04
-5.154118555881846987e+04,6.390318432937877515e+04
7.291364531391204764e+03,2.596454157713836685e+04
-5.213897583624755498e+03,3.641520580501170480e+04
-3.671539887181957602e+04,-1.003629922556566453e+04
-1.817923191407643026e+04,6.084078962918573234e+04
-5.006618011440502596e+04,4.379682138154674612e+04
