2.186312676103806007e+04,-2.160349650449809560e+05
9.722578989929902309e+04,-2.029064518290677370e+04
4.037019772255616317e+03,8.748343429843769991e+04
-1.851684848366840379e+04,6.782516261862669489e+04
8.562245414520843769e+04,-2.639323784517883269e+03
4.233144371199213310e+03,6.107898996699837153e+04
1.079381872501371981e+05,9.686347651673237124e+03
3.814857047392134700e+04,3.472022222503836383e+04
4.932775907496034051e+04,3.534995148503848759e+04
1.237504851871701067e+04,-1.269768492515514481e+03
