6.067656580089348427e+04,2.524813783297446207e+04
1.420974904839922092e+05,6.852354716569294396e+04
-4.486341845708297114e+03,4.239793712722911732e+04
6.159232426143850898e+04,2.786394096891429217e+04
1.245064885769090033e+05,2.414597552613659645e+05
4.880895536762237316e+04,2.163365085660822515e+05
1.268522565067716059e+05,1.546312004837493587e+05
5.742567709189864399e+04,6.077997439044299244e+04
9.322934249901096337e+04,1.261896990803510416e+05
4.850474301936795382e+04,1.944687855751069437e+05
