1.547019415273828963e+04,-1.602768240187738265e+05
8.556881087784621923e+04,-1.323029947386780623e+04
5.533500076220328083e+03,6.174002300926786120e+04
-3.030204521550966092e+03,5.196022340573361726e+04
8.556822544259093411e+04,-8.983482908704749207e+03
2.198082485368004927e+04,4.041826240624385537e+04
1.005817961847922561e+05,4.563128988315678725e+03
4.023563440570892999e+04,2.790331579311991663e+04
4.937614100802598114e+04,2.095963149359964154e+04
2.087055365299263212e+04,-1.003854527855510241e+04
