9.123131630630081054e+04,3.747025031966020470e+04
1.977492712299618288e+05,8.826092368942359462e+04
-6.426165578035013823e+03,5.582107721142701484e+04
8.104358480350446189e+04,3.099075566257322498e+04
1.627763112553301034e+05,3.145049999521099962e+05
5.557279640286947688e+04,2.842988080960913794e+05
1.736969964347607165e+05,1.985368582820464508e+05
7.847973290334614285e+04,8.082070769148851105e+04
1.239799609157535306e+05,1.574537088909285958e+05
5.966637539291108260e+04,2.566542399860565783e+05
