-1.115130542208799743e+05,-1.248290189219124732e+05,-8.207603807186316408e+04,2.296588669916398794e+04,-1.352420311672947719e+05,-1.018663931248046283e+05,-2.245810301379675511e+05,-2.497494820020138868e+05,8.605871494010825700e+03,6.246332730065543728e+03
2.960694513222349342e+05,7.990455439124457189e+04,-1.373236714961226098e+05,2.798336769458564813e+05,5.065681697483333846e+04,1.025283829383421689e+05,-1.719878804317331815e+05,-1.361704877784773271e+04,9.355061795891021029e+04,7.007628303568858246e+04
1.313545459014728258e+05,3.543168703050048498e+04,9.057601847613866994e+03,1.402107141725947149e+05,5.752489097635427606e+04,8.120857244411447027e+04,1.621413006960922939e+04,8.679442311438548131e+03,2.587497269185250843e+04,5.337405532318787300e+04
2.326409291406164411e+05,1.062225230330033664e+05,-1.080378173298000038e+05,1.082296797940528486e+05,8.329156607021564560e+04,9.503868641033428139e+04,3.796699493765918305e+02,9.527805031598785718e+04,1.421431274144018826e+05,-4.209145189891911286e+04
1.459714622338187764e+05,-4.880683249461575178e+04,-2.700869004375666264e+05,2.556266656176807010e+05,1.253903309460040764e+05,4.273193297806954943e+05,-3.229249319313789019e+05,2.440713858057010511e+05,4.492437363062775694e+05,1.463401946528370026e+05
1.499076353103816509e+05,-9.304164376431748678e+03,-2.007715272241057537e+05,1.387063986502246989e+05,1.531049924493197759e+05,3.404610583458722103e+05,-1.538301223736323882e+05,2.529531783875683614e+05,4.122895124424349633e+05,3.734126017635971948e+04
2.948210736189234303e+05,7.895713584202973288e+04,-2.836601602204360534e+05,2.855734608918357408e+05,1.471067051094143535e+05,2.868287247875795001e+05,-2.842703871987528983e+05,1.438125757933193527e+05,3.229449363673404441e+05,1.251240849730721384e+05
3.248561186975798337e+05,1.714583755766256072e+05,-1.797487524838813697e+05,2.235876354577292805e+05,9.808454640305813518e+04,8.516465075599496777e+04,1.987723493168723508e+04,7.818444961474352749e+04,1.089211803911098250e+05,5.827634868163411011e+04
1.113851312612662005e+05,-1.318020646981773898e+05,-1.130535997459290375e+05,2.292296988139924360e+05,6.838224423177036806e+04,2.632350499778843950e+05,-3.079769390384876751e+05,7.580223533845682687e+04,3.621935040798036498e+05,5.419602164671273931e+04
-2.304979442073166865e+03,-1.308752591996153060e+05,-1.620785070494778338e+05,1.067579705949087511e+05,6.175722068940669851e+04,3.213639351498846081e+05,-2.498227933740434237e+05,1.014502672350205248e+05,3.251067531070351833e+05,9.542804169866282609e+04
