2.676304449023028428e+04,2.980355788603101973e+04,3.923886861584323924e+02,-1.381018993292466621e+04,-8.225846760624059243e+03,2.693052499984530732e+04,4.752949205628421623e+03,3.073632381064997753e+04,4.567694139146849921e+03,-2.907179099650401986e+04
-1.566747779758513207e+04,2.255866780126208323e+04,6.462868610577771324e+04,-1.439080687060405035e+04,1.151457170333983959e+04,1.968408359772287076e+04,7.290367737558437511e+03,6.982930685835087206e+04,-5.275758541717194021e+03,2.288543732314501540e+04
-2.148912193988502258e+04,-7.874742000939048012e+03,1.956363406423915876e+04,-1.145391924901754828e+04,4.177310060619056458e+02,-1.289031029159613536e+04,-5.555862529360383633e+03,2.000503178242678769e+04,-4.231075098406799952e+03,1.130013461910364276e+04
-2.371156701500737108e+04,-1.577302074268457363e+04,4.888350852443081385e+04,2.078857660961890360e+04,2.325311471341652214e+04,-3.316932354226853931e+03,1.667384418510076284e+04,3.744059687666033278e+04,-1.777746337346773362e+04,4.303052205331744335e+04
5.538024521199957235e+04,6.642269083294406300e+04,1.097658239149972214e+05,2.400418146319373045e+04,-3.652268226816231618e+03,-1.557491034954728093e+04,5.696183083033829462e+04,1.800580232363753021e+04,-4.566713517274567857e+04,4.284545730158619699e+04
4.136835705351945944e+04,3.609683143212584400e+04,8.544619375141290948e+04,3.315980533037890564e+04,3.191498293842363637e+03,-2.701381754502299009e+04,5.039892027141762082e+04,-8.110471573974471539e+03,-4.568776060235581826e+04,4.170499091650309856e+04
1.950492999176686862e+04,3.962228864700038685e+04,1.076815492050977191e+05,1.532689087250141893e+04,7.753538275736180367e+03,1.810497653588710818e+03,3.918131567061407259e+04,4.995820517982300953e+04,-3.017857724976446480e+04,4.059427396520588081e+04
-3.489219246447883779e+04,8.520043304680235451e+03,6.371027148984099040e+04,4.082299298620200716e+02,1.043320295640538097e+04,1.816382244757280569e+04,-7.498621357947133220e+03,4.995067430485106888e+04,-1.321772922140793526e+04,2.298244357039475290e+04
4.808632505727122771e+04,5.852663979614386335e+04,7.525815075484391127e+04,-4.359174454956548288e+03,1.933475742734124651e+03,-9.397858037861878984e+03,5.769268566016515251e+04,2.553953963237084099e+04,-3.740712532646546606e+04,2.724572269792707812e+04
6.169058187666444428e+04,5.835310167493960762e+04,6.208165964692982379e+04,1.407690371984319063e+04,-1.353824592263078375e+04,-1.854521258347260300e+04,4.596486192566528916e+04,-7.462600151964550605e+03,-3.822629925586219179e+04,7.200174153285042848e+03
