-7.805980187547276728e+03,-8.854586315954846214e+03,-2.022471800334697764e+04,-4.616170774902500852e+03,-3.997989286229173013e+04,-5.268704531317154760e+03,-5.258054563027052791e+04,-3.938512764251601766e+04,5.577238477862880245e+03,-2.024226006486163533e+04
6.226675448236986995e+04,3.689513944875771995e+04,1.414059670530262520e+04,5.916531408351112623e+04,2.130013302121323068e+04,4.039515843287762254e+04,-3.752919430476450361e+04,4.896771794930122269e+04,1.943083558343964978e+04,3.468314875128086715e+04
1.672179502045443223e+04,2.951865256920857064e+03,1.693712601008283309e+04,2.646223910638550296e+04,1.469452099863500916e+04,1.063441039233150514e+04,-1.133643796179767378e+02,1.717363441467972734e+04,3.295436849158042605e+03,2.181861479512471851e+04
4.037655702389858197e+04,1.472586520123742230e+04,9.653177060873116716e+03,4.264885240572740440e+04,3.826272755261629936e+04,2.127197233691344445e+04,1.260030062616972282e+04,5.189996023649221752e+04,2.220268432349967770e+04,2.175002856525830430e+04
7.802804946745434427e+04,3.761531000105410931e+04,1.480264282685628859e+04,8.190980250181551673e+04,2.860838156638882356e+04,9.514864968301350018e+04,-3.800985986009100452e+04,7.452219819415349048e+04,7.806058269701013342e+04,6.871914163939894934e+04
6.850317661773494910e+04,2.474658247998645311e+04,1.389176350753320730e+04,5.954645366034029576e+04,4.066987183271170943e+04,6.485490142770085367e+04,-6.583403898448887048e+02,5.715544091641117120e+04,6.880655765884194989e+04,4.061405823146726470e+04
8.833396589855602360e+04,4.945600044575771608e+04,9.846121848714275984e+03,8.288853337733499939e+04,4.259182998415571637e+04,7.306505443708645180e+04,-4.168161004672769923e+04,7.342179783319715352e+04,5.810230115451174788e+04,6.172672671717245248e+04
5.504488532603587373e+04,4.925462637266657839e+04,2.845515496410371270e+03,5.620308131182883517e+04,3.234603881806856953e+04,3.491402952467833529e+04,-6.546572855385311414e+02,5.700911813232421991e+04,1.731699818172151572e+04,3.180591984820459038e+04
6.391102660826995270e+04,1.094446367256356461e+04,2.818021312965068500e+04,5.403804386228066869e+04,1.854566786499317095e+04,5.876036896607466042e+04,-3.372472051449806895e+04,3.810521355889234110e+04,6.249303202510182746e+04,3.398329743512349523e+04
4.569169154698004422e+04,1.104601145630088286e+04,6.041617972827953054e+03,3.724717043860956619e+04,5.285620730378548615e+03,6.643207434986674343e+04,-2.798205189926188905e+04,1.976561669478176918e+04,5.260696383486219565e+04,2.925714103962953959e+04
