Task_name  local_input_file Enter_time Execute_time Finish_time Elapse_time Duration_time Waiting_time 
astutedetector2 2merged    1544656925.4484565 1544656925.453911 1544656940.577981 15.12952446937561 15.124069929122925 0.005454540252685547
simpledetector1 1merged    1544656820.1162145 1544656820.125547 1544656835.153308 15.0370934009552 15.027760982513428 0.009332418441772461
simpledetector0 1merged    1544656820.0456343 1544656820.0705082 1544656835.1173909 15.071756601333618 15.046882629394531 0.024873971939086914
simpledetector2 1merged    1544656820.2914126 1544656820.3004162 1544656835.327076 15.035663366317749 15.026659727096558 0.009003639221191406
aggregate1 1split     1544656803.9318786 1544656803.9438324 1544656818.9679112 15.036032676696777 15.024078845977783 0.01195383071899414
localpro   2botnet    1544656892.5857837 1544656892.5899181 1544656907.6232064 15.03742265701294 15.03328824043274 0.004134416580200195
fusioncenter2 1anomalies 1544656836.5214775 1544656836.7684112 1544656846.7978375 10.276360034942627 10.029426336288452 0.2469336986541748
fusioncenter0 2anomalies 1544656941.3029943 1544656941.6904514 1544656951.7268548 10.423860549926758 10.03640341758728 0.38745713233947754
astutedetector0 1merged    1544656820.2300336 1544656820.2409027 1544656835.3759205 15.145886898040771 15.13501787185669 0.010869026184082031
fusioncenter0 1anomalies 1544656836.2559187 1544656836.670292 1544656846.7145839 10.458665132522583 10.044291973114014 0.41437315940856934
aggregate2 2split     1544656909.1191676 1544656909.122815 1544656924.1419518 15.022784233093262 15.019136905670166 0.003647327423095703
astutedetector1 2merged    1544656925.3201728 1544656925.3246572 1544656940.4364285 15.116255760192871 15.11177134513855 0.004484415054321289
astutedetector1 1merged    1544656820.2679522 1544656820.2795484 1544656835.3797288 15.11177659034729 15.100180387496948 0.011596202850341797
aggregate0 2split     1544656908.7636194 1544656908.7708156 1544656923.7976696 15.034050226211548 15.026854038238525 0.007196187973022461
astutedetector0 2merged    1544656925.250159 1544656925.254698 1544656940.3826237 15.13246464729309 15.127925634384155 0.004539012908935547
fusioncenter1 2anomalies 1544656941.4331539 1544656941.6831272 1544656951.7255964 10.292442560195923 10.042469263076782 0.24997329711914062
fusioncenter1 1anomalies 1544656836.3926365 1544656836.62442 1544656846.6534803 10.260843753814697 10.029060363769531 0.23178339004516602
aggregate2 1split     1544656804.1120734 1544656804.1223776 1544656819.1453083 15.03323483467102 15.02293062210083 0.01030421257019043
fusioncenter2 2anomalies 1544656941.5027356 1544656941.7495737 1544656951.7711208 10.268385171890259 10.021547079086304 0.24683809280395508
aggregate0 1split     1544656803.7810948 1544656803.7907646 1544656818.8136191 15.032524347305298 15.022854566574097 0.009669780731201172
simpledetector0 2merged    1544656925.0337646 1544656925.0635912 1544656940.1252437 15.091479063034058 15.061652421951294 0.029826641082763672
astutedetector2 1merged    1544656820.4453876 1544656820.4575129 1544656835.6174138 15.17202615737915 15.159900903701782 0.012125253677368164
globalfusion 2fusion    1544656952.897955 1544656953.0686743 1544656963.0990205 10.20106554031372 10.030346155166626 0.17071938514709473
simpledetector1 2merged    1544656925.1634393 1544656925.1675026 1544656940.1957254 15.032286167144775 15.028222799301147 0.00406336784362793
localpro   1botnet    1544656787.5555413 1544656787.5688682 1544656802.602855 15.047313690185547 15.033986806869507 0.013326883316040039
globalfusion 1fusion    1544656847.7911468 1544656848.0945423 1544656858.1358159 10.344669103622437 10.041273593902588 0.30339550971984863
aggregate1 2split     1544656908.9448478 1544656908.9487343 1544656923.9723005 15.02745270729065 15.023566246032715 0.0038864612579345703
simpledetector2 2merged    1544656925.2857587 1544656925.2895675 1544656940.3170488 15.031290054321289 15.027481317520142 0.003808736801147461
