Task_name  local_input_file Enter_time Execute_time Finish_time Elapse_time Duration_time Waiting_time 
aggregate0 2split     1544416533.9134667 1544416534.0788684 1544416549.264626 15.35115933418274 15.185757637023926 0.16540169715881348
globalfusion 1fusion    1544416468.1202621 1544416471.2662108 1544416481.6969328 13.57667064666748 10.430721998214722 3.145948648452759
astutedetector2 1merged    1544416440.1082227 1544416440.2884264 1544416455.5595918 15.451369047164917 15.271165370941162 0.18020367622375488
aggregate2 2split     1544416536.5235004 1544416536.5286038 1544416551.5509908 15.027490377426147 15.022387027740479 0.005103349685668945
fusioncenter0 2anomalies 1544416570.5139441 1544416571.081418 1544416581.638019 11.124074935913086 10.55660104751587 0.5674738883972168
aggregate1 1split     1544416420.0621893 1544416420.0861986 1544416435.0987287 15.036539316177368 15.012530088424683 0.024009227752685547
simpledetector1 1merged    1544416438.827438 1544416439.2685626 1544416454.7310703 15.903632164001465 15.462507724761963 0.44112443923950195
fusioncenter0 1anomalies 1544416455.4626713 1544416455.9884543 1544416466.5384722 11.075800895690918 10.550017833709717 0.5257830619812012
fusioncenter2 2anomalies 1544416571.751851 1544416573.3820155 1544416583.8676546 12.115803480148315 10.485639095306396 1.630164384841919
simpledetector2 2merged    1544416553.6790166 1544416553.852149 1544416569.0476148 15.368598222732544 15.195465803146362 0.17313241958618164
fusioncenter1 1anomalies 1544416456.4375193 1544416459.158799 1544416469.6919014 13.254382133483887 10.53310251235962 2.7212796211242676
astutedetector0 2merged    1544416552.0148826 1544416552.1914098 1544416567.5126357 15.497753143310547 15.321225881576538 0.1765272617340088
aggregate2 1split     1544416421.505535 1544416421.5189435 1544416436.5435789 15.038043975830078 15.024635314941406 0.013408660888671875
aggregate0 1split     1544416418.8555915 1544416419.0419328 1544416434.2290287 15.37343716621399 15.187095880508423 0.1863412857055664
astutedetector2 2merged    1544416555.1033602 1544416555.2755017 1544416570.5611799 15.457819700241089 15.285678148269653 0.17214155197143555
simpledetector0 2merged    1544416551.3440952 1544416551.3500626 1544416566.3874316 15.043336391448975 15.037369012832642 0.005967378616333008
astutedetector1 2merged    1544416555.6409292 1544416555.804082 1544416571.1359823 15.495053052902222 15.331900358200073 0.16315269470214844
fusioncenter1 2anomalies 1544416571.387018 1544416574.1732955 1544416584.6939857 13.306967735290527 10.520690202713013 2.7862775325775146
simpledetector0 1merged    1544416436.3136823 1544416436.325963 1544416451.3651843 15.051501989364624 15.039221286773682 0.012280702590942383
simpledetector2 1merged    1544416438.6810207 1544416438.8609843 1544416454.060977 15.379956245422363 15.199992656707764 0.1799635887145996
globalfusion 2fusion    1544416583.2058349 1544416586.2572749 1544416596.7230325 13.517197608947754 10.465757608413696 3.0514400005340576
astutedetector0 1merged    1544416436.9224439 1544416437.1039927 1544416452.4396737 15.517229795455933 15.335680961608887 0.1815488338470459
localpro   2botnet    1544416517.244973 1544416517.4179354 1544416532.6145356 15.36956262588501 15.196600198745728 0.17296242713928223
aggregate1 2split     1544416535.1035993 1544416535.1111245 1544416550.134213 15.030613660812378 15.023088455200195 0.007525205612182617
astutedetector1 1merged    1544416440.6982234 1544416440.8695354 1544416456.1673923 15.469168901443481 15.29785680770874 0.1713120937347412
localpro   1botnet    1544416402.1546485 1544416402.335543 1544416417.536446 15.381797552108765 15.200903177261353 0.1808943748474121
fusioncenter2 1anomalies 1544416456.8551588 1544416458.421646 1544416468.8993902 12.044231414794922 10.477744102478027 1.5664873123168945
simpledetector1 2merged    1544416553.7831724 1544416554.2372725 1544416569.7091746 15.926002264022827 15.471902132034302 0.4541001319885254
